id,SurveyNum,Avrage_PR,Trans_lengthm,Lionfish_size_TL,Habitat_type,Lionfish_visibility,Lionfish_behaviour,Adj_behaviour,TOD,Num_attempts,Captured_bin,Mins_elapsed,Hrs_elapsed,Adj_min,Gamma_min,Capturer_name,Proportion_caught,Adj_Prop,Prop_remaining,Cap_Dives,Cap_removals,Cap_exp,Cap_affl,Cap_exp_new,Cap_exp_2821,Date,Date2,Study_period,Observer,Site_ID,Proportion_surveyed,Region,Sub_region,Location,Type,Depth_ft,trans_area,Site_area_m2,Average,LF,i.Site_ID,i.trans_area,NumPerSurv,AvgTimeSurv,i.NumPerSurv,i.trans_area.1,TransDens,i.Site_area_m2,AvgLFSite,AvgTimeSite,i.Site_area_m2.1,SiteDens1000,SiteDens,AvgCoral,AvgGorg
173,463,0.775,45,40,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Ed,1,0.99999,0,NA,NA,High,Volunteer,High,High,3/30/2014,Spring 2014,8,Liz and Elissa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,3,1.166,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
174,463,0.775,24,30,Reef,SH,rest,rest,midday,1,1,1.164,0.0194,1.164,1.164,Elissa,1,0.99999,0,70,50,Low,Volunteer,Low,Low,3/30/2014,Spring 2014,8,Liz and Elissa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,3,1.166,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
175,463,0.775,7,40,Reef,SH,rest,rest,midday,1,1,1.332,0.0222,1.332,1.332,Elissa,1,0.99999,0,70,50,Low,Volunteer,Low,Low,3/30/2014,Spring 2014,8,Liz and Elissa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,3,1.166,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
176,464,0.775,14,5,Reef,EXP,rest,rest,midday,1,0,0,0,0.083333333,1e-8,Ed,0.666666667,0.666666667,0.333333333,NA,NA,High,Volunteer,High,High,3/30/2014,Spring 2014,8,Liz and Ed,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,58,1000,2000,37.80769230769231,1,BISC-W12,1000,3,0.3895555553333333,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
177,464,0.775,11,28,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Ed,0.666666667,0.666666667,0.333333333,NA,NA,High,Volunteer,High,High,3/30/2014,Spring 2014,8,Liz and Ed,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,58,1000,2000,37.80769230769231,1,BISC-W12,1000,3,0.3895555553333333,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
178,464,0.775,33,39,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Ed,0.666666667,0.666666667,0.333333333,NA,NA,High,Volunteer,High,High,3/30/2014,Spring 2014,8,Liz and Ed,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,58,1000,2000,37.80769230769231,1,BISC-W12,1000,3,0.3895555553333333,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
288,2009,0.857142857,49.1,28,Reef,SH,rest,rest,midday,1,1,0.582,0.0097,0.582,0.582,Greg,1,0.99999,0,NA,NA,NA,NA,High,High,4/23/2013,Spring 2013,3,Shelby/Greg,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,3,0.722,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
289,2009,0.857142857,1,20,Sponge,EXP,hover,active,midday,1,1,0.666,0.0111,0.666,0.666,Greg,1,0.99999,0,NA,NA,NA,NA,High,High,4/23/2013,Spring 2013,3,Shelby/Greg,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,3,0.722,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
290,2009,0.857142857,3.1,26,Reef,SH,hover,active,midday,2,1,0.918,0.0153,0.918,0.918,Greg,1,0.99999,0,NA,NA,NA,NA,High,High,4/23/2013,Spring 2013,3,Shelby/Greg,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,3,0.722,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
293,2010,0.857142857,50,17,Reef,SH,rest,rest,midday,1,0,0.966,0.0161,0.966,0.966,Ryan,0.6,0.6,0.4,1500,300,High,NRM&CS,High,High,4/23/2013,Spring 2013,3,Ryan/Vanessa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,5,1.4316,5,1000,0.005,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
294,2010,0.857142857,46,12,Sand,EXP,rest,rest,midday,1,0,1.764,0.0294,1.764,1.764,Ryan,0.6,0.6,0.4,1500,300,High,NRM&CS,High,High,4/23/2013,Spring 2013,3,Ryan/Vanessa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,5,1.4316,5,1000,0.005,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
291,2010,0.857142857,45,35,Sponge,EXP,hover,active,midday,1,1,0.348,0.0058,0.348,0.348,Ryan,0.6,0.6,0.4,1500,300,High,NRM&CS,High,High,4/23/2013,Spring 2013,3,Ryan/Vanessa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,5,1.4316,5,1000,0.005,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
292,2010,0.857142857,46,15,Reef,SH,rest,rest,midday,1,1,0.816,0.0136,0.816,0.816,Ryan,0.6,0.6,0.4,1500,300,High,NRM&CS,High,High,4/23/2013,Spring 2013,3,Ryan/Vanessa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,5,1.4316,5,1000,0.005,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
295,2010,0.857142857,50,35,Reef,SH,rest,rest,midday,5,1,3.264,0.0544,3.264,3.264,Ryan,0.6,0.6,0.4,1500,300,High,NRM&CS,High,High,4/23/2013,Spring 2013,3,Ryan/Vanessa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,5,1.4316,5,1000,0.005,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
314,2059,0.677419355,4,25,Reef,SH,rest,rest,midday,1,1,0.786,0.0131,0.786,0.786,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High,7/23/2013,Summer 2013,4,Shelby/Ryan,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,70,1000,2000,37.80769230769231,1,BISC-W12,1000,4,1.2285,4,1000,0.004,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
315,2059,0.677419355,25,28,Reef,EXP,swim,active,midday,1,1,0.864,0.0144,0.864,0.864,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High,7/23/2013,Summer 2013,4,Shelby/Ryan,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,70,1000,2000,37.80769230769231,1,BISC-W12,1000,4,1.2285,4,1000,0.004,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
316,2059,0.677419355,21,40,Reef,SH,rest,rest,midday,1,1,1.332,0.0222,1.332,1.332,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High,7/23/2013,Summer 2013,4,Shelby/Ryan,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,70,1000,2000,37.80769230769231,1,BISC-W12,1000,4,1.2285,4,1000,0.004,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
317,2059,0.677419355,8,42,Reef,SH,rest,rest,midday,1,1,1.932,0.0322,1.932,1.932,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High,7/23/2013,Summer 2013,4,Shelby/Ryan,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,70,1000,2000,37.80769230769231,1,BISC-W12,1000,4,1.2285,4,1000,0.004,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
322,2075,0.8,18.8,8,Reef,SH,hover,active,midday,1,1,0.684,0.0114,0.684,0.684,Ryan,1,0.99999,0,1500,300,High,NRM&CS,High,High,9/24/2013,Fall 2013,5,Ryan/Shelby,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,64,1000,2000,37.80769230769231,1,BISC-W12,1000,3,1.018,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
321,2075,0.8,37.1,24,Reef,SH,hover,active,midday,2,1,0.552,0.0092,0.552,0.552,Ryan,1,0.99999,0,1500,300,High,NRM&CS,High,High,9/24/2013,Fall 2013,5,Ryan/Shelby,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,64,1000,2000,37.80769230769231,1,BISC-W12,1000,3,1.018,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
323,2075,0.8,26.5,25,Sand,EXP,hover,active,midday,2,1,1.818,0.0303,1.818,1.818,Ryan,1,0.99999,0,1500,300,High,NRM&CS,High,High,9/24/2013,Fall 2013,5,Ryan/Shelby,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,64,1000,2000,37.80769230769231,1,BISC-W12,1000,3,1.018,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
324,2076,0.8,10.6,27,Sponge,EXP,hover,active,midday,1,1,0.582,0.0097,0.582,0.582,Kristian,1,0.99999,0,60,50,Low,Intern,Low,Low,9/24/2013,Fall 2013,5,Kristian/Ana,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,61,1000,2000,37.80769230769231,1,BISC-W12,1000,1,0.582,1,1000,0.001,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
336,2108,0.923076923,17,38,Reef,EXP,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Kristian,1,0.99999,0,60,50,Low,Intern,Low,Low,10/22/2013,Fall 2013,6,Katie/Ana,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,69,1000,2000,37.80769230769231,1,BISC-W12,1000,1,1.002,1,1000,0.001,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
351,2131,0.65,5.7,12,Reef,SH,swim,active,midday,3,0,1.416,0.0236,1.416,1.416,Terry,0.5,0.5,0.5,1231,300,High,NRM&CS,High,High,12/12/2013,Winter 2014,7,Kristian/Terry,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,2,1.6829999999999998,2,1000,0.002,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
352,2131,0.65,10.3,20,Reef,SH,rest,rest,midday,1,1,1.95,0.0325,1.95,1.95,Terry,0.5,0.5,0.5,1231,300,High,NRM&CS,High,High,12/12/2013,Winter 2014,7,Kristian/Terry,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,2,1.6829999999999998,2,1000,0.002,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
371,2167,0.775,37.6,26,Reef,SH,hover,active,midday,1,1,2.184,0.0364,0.948,0.948,Kristian,1,0.99999,0,60,50,Low,Intern,Low,Low,2/26/2014,Winter 2014,8,Katie/Kristian,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,5,0.9048,5,1000,0.005,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
369,2167,0.775,37.6,32,Reef,SH,hover,active,midday,1,1,1.236,0.0206,1.236,1.236,Kristian,1,0.99999,0,60,50,Low,Intern,Low,Low,2/26/2014,Winter 2014,8,Katie/Kristian,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,5,0.9048,5,1000,0.005,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
370,2167,0.775,2.5,35,Reef,SH,hover,active,midday,1,1,1.518,0.0253,1.518,1.518,Kristian,1,0.99999,0,60,50,Low,Intern,Low,Low,2/26/2014,Winter 2014,8,Katie/Kristian,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,5,0.9048,5,1000,0.005,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
367,2167,0.775,37.6,25,Reef,SH,rest,rest,midday,2,1,0.336,0.0056,0.336,0.336,Kristian,1,0.99999,0,60,50,Low,Intern,Low,Low,2/26/2014,Winter 2014,8,Katie/Kristian,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,5,0.9048,5,1000,0.005,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
368,2167,0.775,2.5,25,Reef,SH,hover,active,midday,2,1,0.486,0.0081,0.486,0.486,Kristian,1,0.99999,0,60,50,Low,Intern,Low,Low,2/26/2014,Winter 2014,8,Katie/Kristian,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,5,0.9048,5,1000,0.005,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
372,2168,0.775,12.6,12,Sponge,SH,hover,active,midday,1,0,0.216,0.0036,0.216,0.216,Kristian,0.666666667,0.666666667,0.333333333,60,50,Low,Intern,Low,Low,2/26/2014,Winter 2014,8,Katie/Kristian,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,3,9.566,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
373,2168,0.775,12.6,15,Sponge,SH,hover,active,midday,1,1,1.482,0.0247,1.482,1.482,Kristian,0.666666667,0.666666667,0.333333333,60,50,Low,Intern,Low,Low,2/26/2014,Winter 2014,8,Katie/Kristian,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,3,9.566,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
374,2168,0.775,12.5,38,Reef,EXP,swim,active,midday,3,1,27,0.45,27,27,Kristian,0.666666667,0.666666667,0.333333333,60,50,Low,Intern,Low,Low,2/26/2014,Winter 2014,8,Katie/Kristian,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,3,9.566,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
389,2280,0.909090909,40,40,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High,9/17/2014,Fall 2014,12,Carlos and Alyssa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,60,1000,2000,37.80769230769231,1,BISC-W12,1000,3,0.4177777776666667,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
390,2280,0.909090909,40,26,Reef,SH,rest,rest,midday,1,1,0.552,0.0092,0.552,0.552,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High,9/17/2014,Fall 2014,12,Carlos and Alyssa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,60,1000,2000,37.80769230769231,1,BISC-W12,1000,3,0.4177777776666667,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
391,2280,0.909090909,40,24,Reef,SH,rest,rest,midday,1,1,0.618,0.0103,0.618,0.618,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High,9/17/2014,Fall 2014,12,Carlos and Alyssa,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,60,1000,2000,37.80769230769231,1,BISC-W12,1000,3,0.4177777776666667,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
415,2392,1,1,40,Reef,SH,rest,rest,midday,1,1,0.534,0.0089,0.534,0.534,Katie,1,0.99999,0,500,50,Low,NRM&CS,Medium,Low,6/9/2014,Summer 2014,9,Katie and Kristian,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,61,1000,2000,37.80769230769231,1,BISC-W12,1000,1,0.534,1,1000,0.001,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
426,2453,0.733333333,12,13,Reef,SH,rest,rest,midday,5,0,4.002,0.0667,4.002,4.002,Ben Acker,0,0.001,1,NA,NA,NA,Intern,Medium,Low,12/17/2014,Winter 2015,13,Liz and Ben Acker,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,65,1000,2000,37.80769230769231,1,BISC-W12,1000,1,4.002,1,1000,0.001,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
427,2454,0.733333333,10,15,Reef,EXP,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,Amy,1,0.99999,0,85,50,Low,Intern,Low,Low,12/17/2014,Winter 2015,13,Amy and Anna,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,52,1000,2000,37.80769230769231,1,BISC-W12,1000,2,3,2,1000,0.002,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
428,2454,0.733333333,15,45,Reef,EXP,hover,active,midday,4,1,4.998,0.0833,4.998,4.998,Amy,1,0.99999,0,85,50,Low,Intern,Low,Low,12/17/2014,Winter 2015,13,Amy and Anna,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,52,1000,2000,37.80769230769231,1,BISC-W12,1000,2,3,2,1000,0.002,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
459,2567,1,40,39,Reef,EXP,hover,active,midday,1,1,0.33,0.0055,0.33,0.33,Jason Vogan,1,0.99999,0,NA,NA,High,Dive Professional,High,High,2/12/2015,Winter 2015,14,Liz and Jason V.,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,60,1000,2000,37.80769230769231,1,BISC-W12,1000,2,0.366,2,1000,0.002,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
460,2567,1,50,34,Reef,SH,rest,rest,midday,1,1,0.402,0.0067,0.402,0.402,Jason Vogan,1,0.99999,0,NA,NA,High,Dive Professional,High,High,2/12/2015,Winter 2015,14,Liz and Jason V.,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,60,1000,2000,37.80769230769231,1,BISC-W12,1000,2,0.366,2,1000,0.002,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
463,2568,1,34,17,Reef,EXP,hover,active,midday,1,1,0.66,0.011,0.66,0.66,Kristen,1,0.99999,0,400,0,Low,Intern,Low,Low,2/12/2015,Winter 2015,14,BZ and Kristen,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,3,3.138,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
461,2568,1,49,17,Reef,EXP,hover,active,midday,1,1,1.752,0.0292,1.752,1.752,Kristen,1,0.99999,0,400,0,Low,Intern,Low,Low,2/12/2015,Winter 2015,14,BZ and Kristen,BISC-W12,0.5,Florida,BNP,Biscayne,continuous,66,1000,2000,37.80769230769231,1,BISC-W12,1000,3,3.138,3,1000,0.003,2000,3.3508771929824563,1.5817426900350877,2000,1.67543859649123,0.0016754385964912282,7.354920038204082,12.638397463734695
